Employee_ID,FName,LName,Gender,State,City,Education_Level,Birthdate,Hiredate,Termdate,Department,Job_Title,Salary,Performance_Rating
00-82232344,Kari,Smith,Female,New York,New York City,Master,02/06/1972,17/05/2023,13/11/2023,Sales,Sales Consultant,96575,Excellent
00-89520597,Donna,Price,Female,North Carolina,Charlotte,High School,06/02/1981,13/12/2017,14/06/2019,Customer Service,Help Desk Technician,80107,Needs Improvement
00-21631697,William,Barnes,Male,Illinois,Naperville,Master,10/06/1987,18/10/2017,16/04/2018,Sales,Sales Manager,111822,Excellent
00-72372114,Sandra,Marsh,Female,New York,New York City,Bachelor,26/06/1973,14/12/2020,12/06/2021,Sales,Sales Consultant,74894,Good
00-55150390,Michael,Robinson,Male,New York,New York City,Bachelor,16/09/1983,19/06/2015,03/09/2018,Customer Service,Customer Service Representative,68170,Satisfactory
00-75437844,Christian,Price,Male,Michigan,Detroit,High School,23/04/1986,17/09/2017,16/03/2018,IT,IT Support Specialist,58120,Needs Improvement
00-47535126,Wyatt,Powell,Male,New York,New York City,Master,02/02/1992,06/03/2023,02/09/2023,Sales,Sales Consultant,69351,Excellent
00-84597009,Isabella,Calhoun,Female,New York,New York City,Bachelor,16/05/1980,30/08/2015,11/06/2020,Operations,Inventory Specialist,63090,Needs Improvement
00-42394260,Julie,Meadows,Female,North Carolina,Charlotte,Bachelor,08/09/1969,18/08/2022,14/02/2023,Finance,Accountant,66590,Good
00-42255732,Ronald,Johnson,Male,New York,New York City,Bachelor,07/07/1960,07/09/2022,06/03/2023,IT,Software Developer,94979,Good
00-75876924,Sharon,Camacho,Female,New York,New York City,Bachelor,15/04/1966,12/03/2019,08/09/2019,Customer Service,Support Specialist,68030,Good
00-49491631,Olivia,Gray,Female,Michigan,Detroit,Bachelor,19/08/1989,24/03/2017,12/12/2023,Marketing,Content Creator,55734,Satisfactory
00-51098277,Erika,Rogers,Female,Pennsylvania,Philadelphia,Bachelor,26/05/1969,08/12/2022,06/06/2023,Sales,Sales Representative,65009,Satisfactory
00-84285882,Susan,Walton,Female,Michigan,Grand Rapids,PhD,07/04/1990,19/11/2020,18/05/2021,Sales,Sales Specialist,73797,Excellent
00-83871890,Susan,Conley,Female,New York,New York City,Bachelor,18/10/1961,02/07/2018,29/01/2020,Customer Service,Customer Service Representative,59391,Good
00-46361787,Michael,Ryan,Male,New York,New York City,Bachelor,08/12/1977,16/05/2018,12/11/2018,Sales,Sales Consultant,95438,Good
00-35848226,Donna,Jones,Female,New York,New York City,Bachelor,31/01/1992,11/09/2018,10/03/2019,Marketing,Marketing Coordinator,52863,Satisfactory
00-34850391,Robin,Johnson,Female,Pennsylvania,Philadelphia,Bachelor,04/11/1976,07/04/2017,23/12/2024,Sales,Sales Representative,59645,Good
00-47111151,Donna,Smith,Female,New York,New York City,Master,24/04/1990,01/03/2022,28/08/2022,IT,System Administrator,72411,Excellent
00-47983442,Christina,Wells,Female,North Carolina,Charlotte,Master,02/08/1980,14/02/2024,12/08/2024,Sales,Sales Consultant,92457,Good
00-40532273,Shawna,Robinson,Female,New York,New York City,Bachelor,03/09/1962,29/09/2018,28/03/2019,Customer Service,Customer Service Representative,64737,Good
00-81690398,Mary,Wood,Female,New York,New York City,Bachelor,09/06/1980,23/08/2016,,Customer Service,Help Desk Technician,78322,Good
00-84270583,James,Adkins,Male,New York,New York City,Bachelor,25/03/1996,14/02/2017,08/11/2024,Operations,Inventory Specialist,63371,Good
00-75884623,Allison,Martin,Female,New York,New York City,High School,21/02/1994,30/04/2016,27/01/2019,Operations,Inventory Specialist,61038,Needs Improvement
00-48163378,Ryan,Johnson,Male,New York,New York City,Master,09/12/1990,02/05/2019,29/03/2022,IT,Software Developer,102531,Good
00-34744872,Jose,Odonnell,Male,Illinois,Chicago,Bachelor,13/11/1996,25/05/2024,21/11/2024,Marketing,Marketing Coordinator,72436,Good
00-74119726,John,Espinoza,Male,Ohio,Cleveland,Bachelor,22/03/1996,30/01/2016,23/10/2023,Sales,Sales Representative,62740,Satisfactory
00-76001106,Samuel,Rivas,Male,New York,New York City,Bachelor,03/04/1986,04/04/2016,01/10/2016,Finance,Accountant,71374,Satisfactory
00-17195288,Marie,Barton,Female,New York,New York City,High School,03/07/1989,27/11/2017,19/12/2018,Marketing,Content Creator,53525,Needs Improvement
00-21432787,Taylor,Trujillo,Female,New York,New York City,Bachelor,30/04/1970,05/11/2018,04/05/2019,Customer Service,Support Specialist,57059,Satisfactory
00-65857931,Michaela,Patton,Female,New York,New York City,High School,26/05/1999,15/05/2021,11/11/2021,Customer Service,Help Desk Technician,81281,Needs Improvement
00-80138498,Martin,Stanley,Male,New York,New York City,Bachelor,26/05/1973,27/01/2018,26/07/2018,Sales,Sales Representative,77133,Good
00-88990506,Carl,Peterson,Male,Illinois,Chicago,Bachelor,27/01/1977,25/11/2018,24/05/2019,Operations,Logistics Coordinator,59761,Excellent
00-93352876,Robert,Henry,Male,New York,New York City,High School,05/04/1970,17/06/2016,14/12/2016,Customer Service,Help Desk Technician,69063,Needs Improvement
00-37888820,Sean,Reid,Male,New York,New York City,Master,31/10/1977,18/11/2021,17/05/2022,IT,System Administrator,89816,Good
00-20896797,Jared,Hernandez,Male,Ohio,Columbus,Bachelor,30/10/1993,10/03/2017,28/08/2021,Finance,Accounts Payable Specialist,61703,Good
00-20075036,Christine,Sheppard,Female,New York,New York City,Bachelor,21/12/1973,15/04/2017,,Finance,Accountant,87080,Satisfactory
00-89699989,William,Gillespie,Male,New York,New York City,Bachelor,12/01/1964,28/10/2019,25/04/2020,Customer Service,Help Desk Technician,66381,Excellent
00-48668783,Amber,Graham,Female,New York,New York City,High School,16/06/1981,11/10/2022,09/04/2023,Operations,Inventory Specialist,57499,Needs Improvement
00-70939053,Jessica,Morris,Female,New York,New York City,Bachelor,10/02/1975,05/04/2016,01/04/2024,Operations,Inventory Specialist,56166,Excellent
00-93893865,Robert,Miller,Male,New York,New York City,Bachelor,07/09/1997,08/12/2020,23/07/2022,Sales,Sales Representative,82595,Good
00-25405014,Charles,Christensen,Male,New York,New York City,High School,01/04/1996,09/08/2020,22/07/2022,Operations,Inventory Specialist,62555,Needs Improvement
00-45652586,Denise,Gray,Female,Michigan,Warren,Bachelor,16/03/1961,12/01/2023,11/07/2023,Operations,Inventory Specialist,65121,Good
00-32269779,John,Nguyen,Male,New York,New York City,Bachelor,02/07/1992,09/07/2017,05/01/2018,Marketing,Marketing Coordinator,73622,Good
00-86397676,Molly,Salinas,Female,New York,New York City,PhD,29/11/1966,12/05/2024,08/11/2024,Finance,Financial Analyst,107609,Excellent
00-72907576,Samantha,Carlson,Female,New York,New York City,High School,16/07/1999,08/12/2022,06/06/2023,IT,IT Support Specialist,55096,Needs Improvement
00-46540265,Amy,Smith,Female,New York,New York City,Bachelor,19/12/1986,15/03/2020,15/06/2021,Operations,Operations Analyst,69793,Excellent
00-20796722,Kelsey,Cortez,Female,Michigan,Detroit,Bachelor,18/07/1982,08/07/2020,18/09/2021,IT,Software Developer,102129,Satisfactory
00-53261270,Carlos,Allen,Male,New York,New York City,Master,27/05/1986,04/07/2021,31/12/2021,IT,System Administrator,67886,Excellent
00-40725714,Olivia,Henry,Female,New York,New York City,Bachelor,24/11/1983,03/11/2018,02/05/2019,Operations,Operations Analyst,71889,Satisfactory
00-12784407,Vanessa,Phillips,Female,New York,New York City,High School,30/10/1972,06/06/2024,03/12/2024,Customer Service,Customer Service Representative,62790,Needs Improvement
00-46173157,Tammy,Torres,Female,New York,New York City,Bachelor,29/07/1976,13/08/2020,09/02/2021,Operations,Logistics Coordinator,58167,Satisfactory
00-79654147,Kimberly,Tran,Female,New York,New York City,High School,07/08/1999,14/05/2022,10/11/2022,Customer Service,Support Specialist,59713,Needs Improvement
00-88561612,Joshua,Reese,Male,New York,New York City,Bachelor,05/12/1972,09/05/2019,05/11/2019,Operations,Logistics Coordinator,63660,Satisfactory
00-73083727,Angelica,Chavez,Female,New York,New York City,Bachelor,28/02/1981,30/04/2018,13/06/2021,Operations,Inventory Specialist,55713,Satisfactory
00-99943797,Robert,Martinez,Male,New York,New York City,Bachelor,07/07/1990,15/03/2016,26/06/2023,Customer Service,Help Desk Technician,78805,Good
00-65250068,Megan,Newton,Female,New York,New York City,Bachelor,11/07/1978,24/10/2022,22/04/2023,Sales,Sales Representative,60912,Good
00-63747791,Jason,Lee,Male,New York,New York City,High School,08/10/1980,14/10/2017,11/04/2018,Operations,Inventory Specialist,66240,Needs Improvement
00-71045700,Fernando,Hardy,Male,New York,New York City,High School,27/04/1990,22/10/2016,29/10/2019,Customer Service,Support Specialist,60280,Excellent
00-25558733,Erik,Campbell,Male,New York,New York City,Bachelor,28/03/1989,09/02/2024,07/08/2024,Customer Service,Customer Service Representative,64287,Good
00-79067939,Jordan,Phillips,Male,New York,New York City,Master,05/02/1983,21/05/2023,17/11/2023,Sales,Sales Specialist,66781,Excellent
00-82825679,John,Smith,Male,New York,New York City,Bachelor,26/07/1970,27/07/2019,23/01/2020,Sales,Sales Representative,84094,Good
00-79583757,Kristen,Williams,Female,New York,New York City,Bachelor,18/07/1971,22/01/2018,26/04/2024,Sales,Sales Representative,66981,Good
00-69329732,Amy,Terry,Female,New York,New York City,Bachelor,22/08/1978,19/02/2022,22/08/2023,Customer Service,Help Desk Technician,78546,Good
00-83715012,Jacob,Mullins,Male,Virginia,Richmond,Bachelor,19/07/1965,09/02/2017,19/10/2020,Operations,Logistics Coordinator,64019,Good
00-75056916,Andrew,Andrews,Male,New York,New York City,Bachelor,25/12/1984,01/07/2016,11/04/2021,Sales,Sales Representative,80980,Excellent
00-42117961,Samantha,Peterson,Female,West Virginia,Charleston,Bachelor,21/07/1991,20/01/2022,19/07/2022,Sales,Sales Representative,58242,Good
00-11835355,Susan,Hensley,Female,New York,New York City,Master,03/08/1986,14/02/2020,03/07/2023,IT,Software Developer,95432,Good
00-25228493,Matthew,Morales,Male,New York,New York City,Bachelor,31/07/1966,29/01/2019,08/09/2021,Customer Service,Support Specialist,72036,Good
00-30665654,Sandra,Parks,Female,New York,New York City,Bachelor,26/12/1980,28/02/2020,26/08/2020,Sales,Sales Representative,69216,Satisfactory
00-78299645,William,Hart,Male,Illinois,Chicago,Bachelor,24/07/1978,28/04/2022,25/10/2022,Customer Service,Customer Service Representative,63344,Needs Improvement
00-74759996,Michael,Wright,Male,North Carolina,Raleigh,Bachelor,12/09/1980,04/08/2018,31/01/2019,Marketing,Content Creator,63342,Good
00-83989546,Nathan,Obrien,Male,Michigan,Grand Rapids,Bachelor,30/05/2000,04/11/2017,04/02/2019,Customer Service,Customer Service Representative,67818,Satisfactory
00-78214937,Joseph,Rowe,Male,New York,New York City,Bachelor,19/12/1960,28/05/2022,15/10/2024,Customer Service,Customer Service Representative,74416,Good
00-19369750,Wendy,Ramos,Female,New York,New York City,High School,09/09/1992,01/12/2017,30/05/2018,Customer Service,Customer Service Representative,59823,Excellent
00-78147397,Donald,Patterson,Male,New York,New York City,Bachelor,23/11/1974,09/08/2017,05/02/2018,Marketing,Marketing Coordinator,77963,Excellent
00-50071487,Steven,Lynch,Male,New York,New York City,High School,28/09/1975,15/10/2017,12/04/2018,Operations,Inventory Specialist,58852,Needs Improvement
00-75718414,Debra,Farmer,Female,New York,New York City,Bachelor,25/04/1988,31/08/2017,27/02/2018,Operations,Logistics Coordinator,56099,Excellent
00-75007200,Michael,Guerrero,Male,Virginia,Richmond,Bachelor,24/07/1967,02/03/2018,18/05/2019,Sales,Sales Representative,80089,Good
00-82937948,Janet,Arnold,Female,New York,New York City,Bachelor,15/12/1975,02/03/2018,16/12/2021,Operations,Logistics Coordinator,54065,Satisfactory
00-35320492,Maria,Hayes,Female,Michigan,Detroit,Bachelor,07/08/1987,18/08/2018,14/02/2019,Finance,Accounts Payable Specialist,65623,Needs Improvement
00-61401477,Kevin,Johnson,Male,New York,New York City,Bachelor,11/10/1977,22/04/2017,07/02/2020,Customer Service,Help Desk Technician,65571,Good
00-52704903,Sandra,Warner,Female,New York,New York City,PhD,15/01/1986,26/06/2022,23/12/2022,Sales,Sales Specialist,94650,Excellent
00-61167978,Jennifer,Hall,Female,New York,New York City,Bachelor,09/01/1988,13/04/2018,10/10/2018,Finance,Accountant,87620,Excellent
00-97512508,Beth,Weber,Female,New York,New York City,Master,11/01/1986,13/09/2018,12/03/2019,Operations,Operations Analyst,84470,Excellent
00-26944487,Timothy,Gonzalez,Male,New York,New York City,Bachelor,17/09/1988,14/02/2020,21/04/2021,Sales,Sales Specialist,74777,Good
00-23470708,Donna,Holland,Female,New York,New York City,Bachelor,06/06/2000,19/12/2017,16/06/2018,Operations,Logistics Coordinator,55889,Good
00-80591959,Luis,Thomas,Male,Virginia,Norfolk,Bachelor,26/05/1982,24/01/2024,22/07/2024,Operations,Logistics Coordinator,67280,Good
00-29348212,Katie,Parker,Female,Pennsylvania,Allentown,Master,07/09/1975,18/10/2019,15/04/2020,Sales,Sales Consultant,87940,Excellent
00-20043277,Meredith,Morse,Female,Illinois,Naperville,High School,29/06/1959,20/06/2019,22/04/2021,Customer Service,Help Desk Technician,58676,Needs Improvement
00-93652460,Richard,Barker,Male,New York,New York City,High School,09/06/1993,29/09/2022,28/03/2023,IT,IT Support Specialist,66001,Needs Improvement
00-54099326,George,Nelson,Male,Ohio,Cleveland,High School,02/03/1992,29/07/2017,25/01/2018,Customer Service,Customer Service Representative,61836,Needs Improvement
00-52501540,Sarah,Miller,Female,New York,New York City,Bachelor,12/03/1986,16/01/2021,15/07/2021,Sales,Sales Representative,72320,Satisfactory
00-82613940,Monica,Navarro,Female,New York,New York City,Bachelor,26/12/1977,23/08/2015,17/03/2021,Customer Service,Help Desk Technician,67779,Needs Improvement
00-94712997,Brianna,Davis,Female,New York,New York City,Bachelor,06/09/1990,19/09/2022,01/07/2023,Customer Service,Help Desk Technician,76637,Excellent
00-22130508,Mark,Johnston,Male,New York,New York City,Bachelor,16/11/1986,09/01/2019,21/07/2022,Operations,Inventory Specialist,58495,Good
00-95060193,Patricia,Chambers,Female,New York,New York City,Bachelor,15/01/1967,15/04/2022,12/10/2022,Customer Service,Support Specialist,62938,Good
00-32329103,Kevin,Hines,Male,West Virginia,Huntington,High School,01/04/1981,10/03/2022,06/09/2022,Customer Service,Help Desk Technician,67455,Needs Improvement
00-53536830,Tina,Pearson,Female,New York,New York City,Bachelor,08/07/1985,22/12/2017,19/06/2018,Operations,Logistics Coordinator,57243,Satisfactory
00-60310319,Jonathan,Shea,Male,New York,New York City,Bachelor,21/08/1980,19/06/2019,16/12/2019,Marketing,Marketing Coordinator,77791,Satisfactory
00-65304649,Devin,Vasquez,Male,New York,New York City,Master,16/10/1982,05/02/2020,03/08/2020,Marketing,Marketing Manager,94659,Excellent
00-33497411,Scott,Ortiz,Male,New York,New York City,Bachelor,05/05/1975,04/05/2016,23/03/2020,Customer Service,Customer Service Representative,70991,Needs Improvement
00-42323627,Kristen,Hodge,Female,New York,New York City,Bachelor,24/03/1982,08/05/2020,06/07/2023,Sales,Sales Representative,67107,Satisfactory
00-41163805,Juan,Simpson,Male,New York,New York City,Bachelor,03/07/1983,15/09/2019,13/03/2020,Operations,Logistics Coordinator,67154,Good
00-44269370,Cynthia,Cervantes,Female,New York,New York City,Bachelor,22/02/1987,02/08/2022,30/05/2023,Operations,Inventory Specialist,57452,Satisfactory
00-83363160,Nathan,Miller,Male,Illinois,Chicago,High School,08/07/1992,09/04/2017,24/03/2022,Customer Service,Customer Service Representative,61258,Needs Improvement
00-88862539,Katherine,Cordova,Female,New York,New York City,Bachelor,23/05/1970,06/06/2017,15/04/2020,Sales,Sales Representative,65222,Needs Improvement
00-43567615,Sarah,Bryan,Female,New York,New York City,High School,28/08/1996,01/01/2019,30/06/2019,Marketing,SEO Specialist,76873,Needs Improvement
00-61632653,Ann,Daniels,Female,New York,New York City,Bachelor,06/10/1983,10/06/2017,16/01/2018,Sales,Sales Representative,68800,Excellent
00-61185849,Ricky,Stone,Male,New York,New York City,Bachelor,08/02/1964,29/08/2020,25/02/2021,Operations,Operations Analyst,79458,Good
00-49625201,Caitlin,Garrett,Female,North Carolina,Raleigh,Bachelor,05/06/1981,23/10/2015,06/10/2021,Operations,Logistics Coordinator,53471,Excellent
00-46840133,Ronald,Adams,Male,North Carolina,Charlotte,Bachelor,10/04/1975,20/02/2015,22/01/2024,Sales,Sales Representative,68009,Good
00-16582607,Melissa,Kim,Female,New York,New York City,Bachelor,20/04/1984,28/09/2018,27/03/2019,Sales,Sales Representative,68240,Satisfactory
00-48412328,Joseph,Johnson,Male,New York,New York City,Master,21/03/1973,02/09/2017,27/02/2018,IT,System Administrator,96095,Excellent
00-57287718,Kyle,Allen,Male,New York,New York City,Bachelor,24/09/1977,03/03/2017,,Customer Service,Support Specialist,66561,Good
00-43638559,Adam,Smith,Male,New York,New York City,Master,08/08/1982,08/06/2022,05/12/2022,Sales,Sales Consultant,92568,Excellent
00-98473848,Robert,Gay,Male,Michigan,Grand Rapids,Bachelor,25/09/1959,21/12/2022,19/06/2023,Operations,Logistics Coordinator,63038,Good
00-23041121,Ronald,Valentine,Male,New York,New York City,Bachelor,23/03/1983,09/09/2017,07/03/2018,Operations,Inventory Specialist,68256,Good
00-51464269,David,Jimenez,Male,New York,New York City,Bachelor,13/11/1977,06/10/2017,03/04/2018,Operations,Inventory Specialist,66936,Good
00-58970845,Frances,Thornton,Female,New York,New York City,Bachelor,20/05/1974,11/06/2022,08/12/2022,Operations,Logistics Coordinator,57549,Excellent
00-53851498,James,Baird,Male,New York,New York City,Bachelor,20/07/1981,05/04/2022,02/10/2022,Operations,Logistics Coordinator,67506,Satisfactory
00-27738187,Thomas,Thomas,Male,New York,New York City,Master,27/07/1969,16/03/2017,17/11/2018,Sales,Sales Specialist,57739,Excellent
00-77349752,Samantha,Romero,Female,Pennsylvania,Philadelphia,Bachelor,18/03/1985,07/12/2018,05/06/2019,Operations,Logistics Coordinator,61624,Good
00-74672520,Ryan,Jones,Male,Michigan,Detroit,Bachelor,29/01/1973,27/10/2018,25/04/2019,Customer Service,Support Specialist,67477,Excellent
00-55461591,Sheena,Perry,Female,New York,New York City,High School,17/12/2003,29/12/2017,26/06/2018,Operations,Inventory Specialist,58948,Excellent
